0,0,0,0,-9,0,-50,-50,-50,0
0,0,8,-50,0,-50,-50,0,-9,-9
0,-50,0,0,0,0,-50,-9,-50,0
0,-50,0,0,-9,0,-50,-50,-50,-9
0,-50,8,0,0,0,-50,-9,-9,0
0,-50,0,0,0,0,-50,-9,-50,0
0,0,0,0,0,0,-50,-50,-50,0
0,0,8,0,0,0,-50,0,-50,0
0,0,0,0,0,0,-50,0,-50,0
8,0,0,-50,0,-50,-50,8,-50,0
0,0,0,0,0,-50,-50,0,0,0
0,0,-50,-50,0,-50,-50,0,0,-50
8,0,-50,-50,0,0,-50,0,0,0
-50,0,-50,-50,0,0,-50,0,0,-50
0,0,-50,0,0,0,-50,0,0,-50
0,0,-50,0,0,0,-50,0,0,-50
0,0,-50,8,0,0,-50,0,0,0
0,0,-50,0,0,0,-50,-9,-50,0
0,-50,-50,0,-9,0,-50,-50,-50,0
0,0,8,8,0,0,8,0,-50,-9
0,0,0,0,0,0,0,-9,-50,0
0,-50,0,0,-9,0,0,-50,-50,0
0,0,8,8,0,0,8,0,-9,-9
0,-9,0,0,0,0,0,0,-50,0
-9,-50,0,0,-9,0,0,0,-50,-9
0,0,8,8,0,0,8,-9,-9,0
0,0,0,0,0,0,0,-9,-50,0
0,0,0,0,0,0,0,-50,-50,0
0,-50,8,8,0,0,8,0,-50,0
0,0,0,0,0,0,0,0,-50,0
8,0,0,0,0,0,0,8,-50,0
-50,0,0,0,0,0,8,-50,-50,0
-50,0,-50,-50,0,0,0,-50,-50,0
-50,0,-50,-50,0,0,0,-50,-50,0
-50,0,-50,-50,0,0,-50,-50,-50,0
-50,0,-50,0,0,0,-50,-50,-50,0
-50,0,-50,0,0,0,-50,-50,-50,0
-50,0,-50,0,0,0,-50,-50,-50,0
0,0,-50,0,0,0,-50,-9,-50,0
0,-50,-50,0,-9,0,8,-50,-50,-9
0,0,0,0,0,0,0,0,-50,-9
0,0,8,0,0,0,0,-9,-50,0
0,0,0,0,-9,0,8,-50,-50,0
0,0,0,0,0,0,0,0,-9,-9
0,0,0,0,0,0,0,-9,-50,0
0,-9,0,0,-9,0,8,-50,-50,-9
0,-50,8,0,0,0,0,-9,-9,0
0,0,0,0,0,0,0,0,-50,0
0,0,0,0,0,0,8,-50,-50,0
0,0,8,0,0,0,0,0,-50,0
0,0,0,0,0,0,0,0,-50,0
8,0,0,0,0,0,8,8,-50,0
0,0,0,0,0,0,0,0,0,0
0,0,8,-50,0,0,0,0,0,0
8,0,0,-50,0,0,8,0,0,0
0,0,0,-50,0,0,-50,0,0,0
0,0,8,0,0,0,-50,0,0,0
0,0,0,0,0,0,-50,0,0,0
0,0,0,0,0,0,-50,0,0,0
0,0,8,0,0,0,-50,-9,-50,0
0,-50,0,0,-9,0,0,-50,-50,0
0,0,8,0,0,0,8,0,-50,-9
0,0,0,0,0,0,0,0,-50,0
-50,-50,0,0,-9,0,0,-50,-50,0
-50,0,8,0,0,0,8,0,-50,-9
-50,0,0,0,0,0,0,0,-50,-50
-50,-50,0,0,-9,0,-50,-50,-50,-50
-50,0,0,0,0,0,-50,-50,-50,-50
-50,0,-50,-9,-9,-9,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,-50,-50,-50,-50,-50,-50,-50,-50,-50
-50,0,-50,-50,-50,-9,-50,-50,-50,0
-50,0,-50,0,0,0,-50,8,8,0
-50,0,-50,-9,0,0,-50,8,-50,0
-50,0,-50,8,0,0,-50,8,-9,0
-50,0,-50,0,0,0,-50,8,-50,0
0,0,-9,-9,0,0,0,8,-50,0
8,0,-9,8,0,0,-9,8,-9,0
0,0,-9,0,0,0,8,8,-50,0
8,0,-9,-9,0,0,-9,8,-50,0
0,0,-9,8,0,0,-9,8,-9,0
8,0,-9,0,0,0,8,8,-50,0
0,0,-9,8,8,-50,0,-9,-50,0
0,-50,-50,0,0,-50,-50,-50,-50,-50
0,-50,-50,0,0,-50,-50,-50,-50,-50
